TransactionID,BorrowDate,DueDate,ReturnDate,TransactionStatus,OverdueFlag,LoanDurationDays,DaysOverdue,MemberID,Age,AgeGroup,Gender,MembershipType,City,BookTitle,Author,Category,PublishedYear,BookPriceNPR,FineAmountNPR,BorrowYear
T000142,2024-12-02,2024-12-23,2025-01-20,Returned,Overdue,49.0,28.0,M01039,47,36-50,Male,Faculty,Kathmandu,Practical Machine Learning Handbook,Amber Howell,Machine Learning,2022,500,280,2024
T000143,2024-02-16,2024-02-28,2024-02-27,Returned,On Time,11.0,0.0,M01767,23,18-25,Male,Student,Nepalgunj,Complete Computer Science Handbook,Daniel Cain,Fiction,2024,2225,0,2024
T000144,2024-03-20,2024-04-05,2024-04-02,Returned,On Time,13.0,0.0,M00312,21,18-25,Male,Student,Nepalgunj,Advanced Finance Applications,Cynthia Armstrong,Fiction,2008,1975,0,2024
T000145,2024-12-29,2025-01-14,,Borrowed,On Time,,,M01726,64,51-65,Male,Student,Kathmandu,Practical Business Applications,Marcia Martinez,Computer Science,2011,2050,0,2024
T000146,2025-10-12,2025-10-23,2025-10-22,Returned,On Time,10.0,0.0,M00959,18,18-25,Male,Public,Kathmandu,Modern History Techniques,Mr. Steve Day,Fiction,2017,1075,0,2025
T000147,2024-11-02,2024-11-10,2024-11-08,Returned,On Time,6.0,0.0,M01310,78,65+,Male,Public,Kathmandu,Modern Economics Techniques,Justin Gray,Fiction,2008,500,0,2024
T000148,2024-02-19,2024-03-04,,Borrowed,On Time,,,M01970,66,65+,Male,Student,Kathmandu,Modern Cloud Computing Guide,Kimberly Taylor,Psychology,2009,1525,0,2024
T000149,2024-09-17,2024-10-01,2024-10-01,Returned,On Time,14.0,0.0,M01939,18,18-25,Male,Student,Pokhara,Modern Machine Learning Concepts,Jacqueline Walker,Finance,2021,1425,0,2024
T000150,2025-10-07,2025-10-23,2025-10-21,Returned,On Time,14.0,0.0,M00720,53,51-65,Male,Student,Biratnagar,Advanced Economics Guide,Dustin Hurst,Cyber Security,2013,1400,0,2025
T000151,2025-01-29,2025-02-19,2025-03-01,Returned,Overdue,31.0,10.0,M00252,16,Under 18,Female,Faculty,Kathmandu,Complete Finance Handbook,Janet Underwood,Machine Learning,2013,1150,100,2025
T000152,2025-10-08,2025-10-31,,Borrowed,On Time,,,M01657,15,Under 18,Male,Researcher,Kathmandu,Essential Finance Applications,Christopher Williams,Self Help,2025,2375,0,2025
T000153,2024-10-25,2024-11-05,2024-11-03,Returned,On Time,9.0,0.0,M01399,58,51-65,Female,Public,Kathmandu,Practical Psychology Concepts,Alexis Barnes,Machine Learning,2025,1375,0,2024
T000154,2025-08-28,2025-09-10,2025-09-10,Returned,On Time,13.0,0.0,M01561,24,18-25,Female,Student,Nepalgunj,Practical Data Science Concepts,Ronald Clay,Networking,2017,775,0,2025
T000155,2024-08-13,2024-09-05,2024-09-04,Returned,On Time,22.0,0.0,M02029,32,26-35,Female,Faculty,Nepalgunj,Essential Economics Applications,Tiffany Hernandez,Data Science,2016,1075,0,2024
T000156,2025-05-14,2025-06-04,2025-06-04,Returned,On Time,21.0,0.0,M00757,35,26-35,Male,Faculty,Biratnagar,Practical History Techniques,Scott Jimenez,Fiction,2023,1150,0,2025
T000157,2025-11-28,2025-12-19,,Borrowed,On Time,,,M00688,34,26-35,Female,Researcher,Kathmandu,Advanced Networking Concepts,Eric Bridges,Self Help,2009,2325,0,2025
T000158,2025-02-18,2025-03-11,2025-03-09,Returned,On Time,19.0,0.0,M02148,23,18-25,Male,Faculty,Kathmandu,Essential Computer Science Handbook,Noah Joseph,Data Science,2022,1525,0,2025
T000159,2024-05-22,2024-06-12,2024-06-12,Returned,On Time,21.0,0.0,M01276,45,36-50,Male,Faculty,Kathmandu,Advanced Data Science Applications,John Maynard,Psychology,2021,2325,0,2024
T000160,2025-10-28,2025-11-14,2025-11-14,Returned,On Time,17.0,0.0,M01495,60,51-65,Female,Student,Kathmandu,Practical Marketing Guide,William Smith,Economics,2012,500,0,2025
T000161,2024-02-19,2024-03-10,,Borrowed,On Time,,,M01126,19,18-25,Female,Researcher,Pokhara,Complete Fiction Applications,Anthony Page,Computer Science,2008,1800,0,2024
T000162,2025-10-04,2025-10-23,2025-10-22,Returned,On Time,18.0,0.0,M00354,25,18-25,Female,Faculty,Biratnagar,Advanced Cyber Security Guide,Jerry Steele,AI,2018,550,0,2025
T000163,2025-10-24,2025-11-04,2025-11-01,Returned,On Time,8.0,0.0,M00663,17,Under 18,Female,Public,Biratnagar,Essential Computer Science Handbook,Shane Randolph,Psychology,2016,2425,0,2025
T000164,2024-12-14,2024-12-31,2024-12-29,Returned,On Time,15.0,0.0,M01256,28,26-35,Male,Student,Kathmandu,Modern Machine Learning Applications,Dawn Davis,Business,2019,2225,0,2024
T000165,2024-11-11,2024-11-19,,Borrowed,On Time,,,M00154,24,18-25,Male,Public,Kathmandu,Advanced Economics Applications,Laura Weaver,Psychology,2016,2325,0,2024
T000166,2025-11-18,2025-12-09,2025-12-07,Returned,On Time,19.0,0.0,M01155,22,18-25,Male,Researcher,Kathmandu,Complete Cloud Computing Handbook,Jason Alvarado,Computer Science,2008,2250,0,2025
T000167,2024-11-16,2024-11-27,2024-11-24,Returned,On Time,8.0,0.0,M01878,55,51-65,Female,Public,Biratnagar,Advanced Computer Science Techniques,Julia Blake,Fiction,2010,2150,0,2024
T000168,2024-09-29,2024-10-07,2024-10-05,Returned,On Time,6.0,0.0,M00971,31,26-35,Female,Public,Kathmandu,Practical AI Handbook,Claudia Gray,Fiction,2010,325,0,2024
T000169,2025-01-24,2025-02-05,2025-02-03,Returned,On Time,10.0,0.0,M01683,24,18-25,Male,Public,Nepalgunj,Advanced Economics Handbook,Karen Paul,Fiction,2011,1125,0,2025
T000170,2024-09-03,2024-09-16,2024-09-15,Returned,On Time,12.0,0.0,M00913,30,26-35,Male,Student,Pokhara,Complete Finance Applications,Brooke Kennedy,Marketing,2022,325,0,2024
T000171,2025-04-03,2025-04-27,2025-04-27,Returned,On Time,24.0,0.0,M01052,34,26-35,Male,Researcher,Kathmandu,Modern Business Guide,John Berg,Finance,2011,2225,0,2025
T000172,2024-08-08,2024-08-25,,Borrowed,On Time,,,M01068,75,65+,Female,Student,Kathmandu,Essential Fiction Guide,Robert Mcguire,History,2013,850,0,2024
T000173,2024-02-26,2024-03-21,2024-03-21,Returned,On Time,24.0,0.0,M01688,17,Under 18,Female,Faculty,Kathmandu,Essential Self Help Techniques,Hailey Pratt,Business,2016,2475,0,2024
T000174,2025-05-07,2025-05-19,2025-05-17,Returned,On Time,10.0,0.0,M01306,64,51-65,Female,Public,Kathmandu,Complete Fiction Concepts,Cheryl Arellano,Self Help,2022,1325,0,2025
T000175,2025-01-17,2025-02-07,2025-02-06,Returned,On Time,20.0,0.0,M01473,18,18-25,Male,Faculty,Kathmandu,Advanced Finance Concepts,Sarah Burnett,Marketing,2024,1100,0,2025
T000176,2024-09-12,2024-09-23,,Borrowed,On Time,,,M01233,75,65+,Female,Public,Kathmandu,Practical Networking Handbook,Crystal Rangel,Finance,2010,1100,0,2024
T000177,2024-12-29,2025-01-17,2025-01-20,Returned,Overdue,22.0,3.0,M01296,46,36-50,Female,Researcher,Kathmandu,Practical Fiction Handbook,Karen Shaw,Fiction,2010,1400,30,2024
T000178,2025-08-12,2025-08-29,,Borrowed,On Time,,,M00683,24,18-25,Male,Student,Biratnagar,Essential Business Techniques,Frederick Bonilla,Data Science,2025,1400,0,2025
T000179,2024-01-20,2024-02-02,2024-01-31,Returned,On Time,11.0,0.0,M00297,44,36-50,Male,Student,Nepalgunj,Modern Self Help Concepts,Jasmine White,Business,2016,1900,0,2024
T000180,2025-04-08,2025-04-23,,Borrowed,On Time,,,M00295,67,65+,Female,Student,Nepalgunj,Advanced Business Handbook,Laura Cain,History,2009,925,0,2025
T000181,2025-04-10,2025-04-23,2025-05-05,Returned,Overdue,25.0,12.0,M00458,74,65+,Male,Student,Pokhara,Advanced Cyber Security Guide,Jacqueline Contreras,Fiction,2014,1200,120,2025
T000182,2025-02-07,2025-02-20,2025-02-17,Returned,On Time,10.0,0.0,M00493,69,65+,Female,Student,Kathmandu,Advanced Data Science Techniques,Jennifer Lopez,Economics,2022,925,0,2025
T000183,2025-02-23,2025-03-14,2025-03-17,Returned,Overdue,22.0,3.0,M00167,32,26-35,Female,Faculty,Kathmandu,Essential Finance Handbook,Robin Gardner,Cloud Computing,2017,1550,30,2025
T000184,2025-09-29,2025-10-16,2025-10-13,Returned,On Time,14.0,0.0,M01105,16,Under 18,Female,Student,Biratnagar,Practical Economics Handbook,Bridget Simmons,Economics,2022,2150,0,2025
T000185,2024-12-16,2025-01-01,,Borrowed,On Time,,,M01355,27,26-35,Female,Student,Kathmandu,Advanced Marketing Guide,Colleen Green,Psychology,2018,1125,0,2024
T000186,2025-01-12,2025-01-28,2025-01-27,Returned,On Time,15.0,0.0,M01901,34,26-35,Male,Student,Pokhara,Complete Finance Guide,Zachary Scott,Cloud Computing,2020,1950,0,2025
T000187,2024-04-22,2024-05-11,2024-05-08,Returned,On Time,16.0,0.0,M02149,41,36-50,Female,Researcher,Kathmandu,Essential History Techniques,Elizabeth Adams,Economics,2008,2450,0,2024
T000188,2024-10-08,2024-10-22,,Borrowed,On Time,,,M00296,21,18-25,Female,Student,Kathmandu,Complete Data Science Guide,Glen Paul,Marketing,2010,750,0,2024
T000189,2024-02-07,2024-02-20,2024-02-17,Returned,On Time,10.0,0.0,M01862,25,18-25,Female,Student,Nepalgunj,Essential Marketing Applications,Andrew Davis,Self Help,2008,1975,0,2024
T000190,2024-10-15,2024-10-25,2024-10-24,Returned,On Time,9.0,0.0,M01433,62,51-65,Female,Public,Nepalgunj,Modern Computer Science Concepts,Shannon Graham,History,2023,875,0,2024
T000191,2024-01-02,2024-01-14,2024-01-11,Returned,On Time,9.0,0.0,M00419,19,18-25,Male,Public,Biratnagar,Advanced Marketing Guide,David Arnold,Cloud Computing,2011,1050,0,2024
T000192,2025-03-21,2025-04-02,2025-04-08,Returned,Overdue,18.0,6.0,M01200,26,26-35,Male,Student,Kathmandu,Complete Cloud Computing Techniques,Donna Kelly,History,2011,400,60,2025
T000193,2024-04-08,2024-04-20,,Borrowed,On Time,,,M02170,16,Under 18,Male,Student,Pokhara,Advanced Marketing Guide,Nancy Donovan,Self Help,2022,1575,0,2024
T000194,2025-10-29,2025-11-07,2025-11-04,Returned,On Time,6.0,0.0,M01206,15,Under 18,Male,Public,Kathmandu,Complete Business Guide,Heidi Vargas,History,2025,325,0,2025
T000195,2025-02-23,2025-03-08,,Borrowed,On Time,,,M02036,40,36-50,Male,Student,Pokhara,Advanced History Handbook,Isaiah Duncan,History,2015,1950,0,2025
T000196,2025-03-28,2025-04-09,,Borrowed,On Time,,,M01262,33,26-35,Female,Student,Kathmandu,Complete Economics Applications,Patricia Jackson,Computer Science,2009,1550,0,2025
T000197,2025-01-11,2025-02-04,2025-02-01,Returned,On Time,21.0,0.0,M00549,30,26-35,Male,Faculty,Kathmandu,Essential History Concepts,Christopher Mclean,Networking,2020,1950,0,2025
T000198,2025-03-29,2025-04-18,2025-04-15,Returned,On Time,17.0,0.0,M00765,24,18-25,Male,Faculty,Kathmandu,Advanced Networking Handbook,Courtney Roth,Economics,2016,625,0,2025
T000199,2024-01-31,2024-02-24,2024-03-08,Returned,Overdue,37.0,13.0,M01887,61,51-65,Male,Faculty,Pokhara,Practical Cloud Computing Handbook,Ryan Simpson,Psychology,2022,1625,130,2024
T000200,2024-11-02,2024-11-21,,Borrowed,On Time,,,M01011,63,51-65,Male,Researcher,Biratnagar,Complete Data Science Applications,Cheryl Cain,Economics,2024,1000,0,2024
T000201,2025-09-07,2025-09-27,2025-10-03,Returned,Overdue,26.0,6.0,M01813,31,26-35,Male,Researcher,Kathmandu,Essential Networking Concepts,Joshua Edwards,Fiction,2019,2300,60,2025
T000202,2025-06-21,2025-07-10,2025-07-20,Returned,Overdue,29.0,10.0,M01415,73,65+,Male,Faculty,Kathmandu,Complete AI Guide,Jessica Rice,Fiction,2022,450,100,2025
T000203,2025-02-12,2025-02-26,,Borrowed,On Time,,,M01718,25,18-25,Male,Student,Kathmandu,Modern Finance Handbook,Tristan Harris,Finance,2020,1325,0,2025
T000204,2025-10-01,2025-10-11,,Borrowed,On Time,,,M00400,50,36-50,Female,Public,Kathmandu,Practical Cloud Computing Techniques,David Perez,Networking,2016,1500,0,2025
T000205,2024-04-12,2024-04-26,2024-06-03,Returned,Overdue,52.0,38.0,M00157,20,18-25,Female,Student,Pokhara,Modern Networking Applications,Amanda Bullock,AI,2009,1150,380,2024
T000206,2025-05-25,2025-06-10,2025-06-08,Returned,On Time,14.0,0.0,M01160,18,18-25,Female,Student,Kathmandu,Advanced Marketing Handbook,Veronica Smith,Self Help,2008,1175,0,2025
T000207,2024-05-29,2024-06-09,2024-06-07,Returned,On Time,9.0,0.0,M01014,34,26-35,Male,Public,Kathmandu,Essential History Concepts,Angela Castillo,Finance,2010,1825,0,2024
T000208,2024-09-20,2024-10-05,,Borrowed,On Time,,,M00313,70,65+,Male,Student,Kathmandu,Modern Economics Applications,Lacey Gallegos,Data Science,2023,2450,0,2024
T000209,2025-05-17,2025-05-29,2025-05-28,Returned,On Time,11.0,0.0,M00627,15,Under 18,Female,Public,Kathmandu,Practical Self Help Guide,Carolyn Clark,Psychology,2011,2100,0,2025
T000210,2025-10-30,2025-11-16,2025-11-29,Returned,Overdue,30.0,13.0,M00674,33,26-35,Male,Student,Kathmandu,Complete Cloud Computing Handbook,Ronnie Walsh,Self Help,2011,1600,130,2025
T000211,2025-11-02,2025-11-15,,Borrowed,On Time,,,M01506,39,36-50,Male,Public,Pokhara,Modern Self Help Handbook,Maria Lee,Computer Science,2009,1150,0,2025
T000212,2024-07-02,2024-07-24,,Borrowed,On Time,,,M01557,22,18-25,Female,Researcher,Kathmandu,Modern Self Help Handbook,Joshua Holmes,Finance,2014,1100,0,2024
T000213,2025-10-31,2025-11-22,2025-11-19,Returned,On Time,19.0,0.0,M01771,19,18-25,Female,Faculty,Kathmandu,Complete Machine Learning Applications,Robert Mcconnell,Machine Learning,2025,1400,0,2025
T000214,2025-11-16,2025-12-02,2025-12-01,Returned,On Time,15.0,0.0,M01431,29,26-35,Female,Student,Biratnagar,Essential Computer Science Guide,Chelsea Sanchez,Economics,2019,975,0,2025
T000215,2025-10-03,2025-10-13,2025-10-12,Returned,On Time,9.0,0.0,M02172,22,18-25,Female,Public,Kathmandu,Modern Finance Guide,Michael Edwards,Fiction,2015,600,0,2025
T000216,2024-07-30,2024-08-10,,Borrowed,On Time,,,M01750,35,26-35,Male,Public,Nepalgunj,Essential Machine Learning Guide,Daniel Rodriguez,History,2020,2375,0,2024
T000217,2025-12-20,2026-01-06,,Borrowed,On Time,,,M01826,60,51-65,Female,Student,Kathmandu,Practical Fiction Techniques,Megan Perez,Self Help,2017,1450,0,2025
T000218,2025-04-21,2025-05-04,,Borrowed,On Time,,,M00528,18,18-25,Male,Student,Nepalgunj,Essential History Concepts,Brian Thompson,Fiction,2012,2175,0,2025
T000219,2025-07-26,2025-08-09,2025-08-06,Returned,On Time,11.0,0.0,M01164,76,65+,Male,Student,Kathmandu,Practical Self Help Applications,Mary Mcdowell,Self Help,2014,600,0,2025
T000220,2025-07-28,2025-08-16,2025-08-20,Returned,Overdue,23.0,4.0,M01286,18,18-25,Male,Researcher,Kathmandu,Advanced Networking Guide,Robin Mason,Economics,2009,2350,40,2025
T000221,2024-11-28,2024-12-11,2024-12-08,Returned,On Time,10.0,0.0,M00246,33,26-35,Male,Student,Biratnagar,Practical Finance Handbook,Danielle Lucas,History,2012,1175,0,2024
T000222,2024-11-02,2024-11-18,2024-11-29,Returned,Overdue,27.0,11.0,M01826,42,36-50,Female,Student,Kathmandu,Practical Self Help Concepts,Gilbert Watson,Marketing,2023,1850,110,2024
T000223,2024-03-28,2024-04-09,,Borrowed,On Time,,,M00371,24,18-25,Female,Public,Nepalgunj,Advanced Networking Handbook,Michele Booth,Psychology,2016,525,0,2024
T000224,2025-04-23,2025-05-12,,Borrowed,On Time,,,M00890,60,51-65,Female,Faculty,Biratnagar,Modern Machine Learning Applications,Joshua Thompson,Self Help,2021,375,0,2025
T000225,2025-04-23,2025-05-04,,Borrowed,On Time,,,M01158,30,26-35,Female,Public,Kathmandu,Essential Marketing Concepts,Jorge Miller,Finance,2008,1875,0,2025
T000226,2025-06-29,2025-07-15,,Borrowed,On Time,,,M01012,23,18-25,Female,Student,Kathmandu,Modern Cloud Computing Techniques,Claire Williams,Fiction,2016,1175,0,2025
T000227,2025-11-11,2025-11-20,2025-11-18,Returned,On Time,7.0,0.0,M01425,19,18-25,Male,Public,Pokhara,Practical Networking Handbook,Donna Rhodes,History,2025,1625,0,2025
T000228,2024-01-16,2024-01-29,2024-01-27,Returned,On Time,11.0,0.0,M00210,20,18-25,Male,Student,Kathmandu,Complete Networking Concepts,Jeff Turner,AI,2016,2325,0,2024
T000229,2024-10-25,2024-11-08,2024-11-05,Returned,On Time,11.0,0.0,M00711,41,36-50,Male,Student,Kathmandu,Advanced Cloud Computing Techniques,Mark Francis,Marketing,2018,1900,0,2024
T000230,2024-03-26,2024-04-04,2024-04-01,Returned,On Time,6.0,0.0,M00236,54,51-65,Female,Public,Kathmandu,Essential AI Techniques,Jeffrey Hodges,Data Science,2021,975,0,2024
T000231,2024-01-08,2024-01-23,2024-01-20,Returned,On Time,12.0,0.0,M01568,18,18-25,Male,Student,Kathmandu,Complete Cloud Computing Techniques,Brooke Mccarthy,Fiction,2017,1875,0,2024
T000232,2024-02-12,2024-03-05,,Borrowed,On Time,,,M00765,17,Under 18,Male,Faculty,Pokhara,Modern Fiction Concepts,Randall Molina,History,2017,725,0,2024
T000233,2024-08-15,2024-08-28,2024-09-02,Returned,Overdue,18.0,5.0,M01397,19,18-25,Female,Student,Kathmandu,Practical Cloud Computing Guide,Dawn Parker,Fiction,2025,950,50,2024
T000234,2024-11-09,2024-11-17,2024-11-17,Returned,On Time,8.0,0.0,M01293,23,18-25,Male,Public,Nepalgunj,Advanced Self Help Guide,Michael Bautista,Business,2023,2200,0,2024
T000235,2025-01-29,2025-02-12,,Borrowed,On Time,,,M01038,27,26-35,Male,Student,Kathmandu,Practical Finance Techniques,Scott Thompson,Psychology,2019,1475,0,2025
T000236,2025-01-23,2025-02-05,2025-02-02,Returned,On Time,10.0,0.0,M00092,65,51-65,Male,Student,Pokhara,Modern Data Science Guide,Joseph Sheppard,Business,2008,1150,0,2025
T000237,2025-06-30,2025-07-11,2025-07-08,Returned,On Time,8.0,0.0,M00442,60,51-65,Male,Public,Pokhara,Practical Finance Handbook,Susan Thompson,Machine Learning,2017,1800,0,2025
T000238,2025-10-12,2025-10-26,2025-10-23,Returned,On Time,11.0,0.0,M00967,49,36-50,Female,Student,Kathmandu,Practical Cyber Security Applications,Jordan Graham,Finance,2011,1400,0,2025
T000239,2024-12-28,2025-01-05,,Borrowed,On Time,,,M00453,50,36-50,Male,Public,Pokhara,Practical Networking Applications,Patricia Bell,Marketing,2023,500,0,2024
T000240,2024-12-12,2025-01-03,2025-01-02,Returned,On Time,21.0,0.0,M01291,23,18-25,Male,Researcher,Kathmandu,Practical Machine Learning Handbook,Maria Galloway,Business,2014,2000,0,2024
T000241,2024-07-06,2024-07-19,,Borrowed,On Time,,,M00969,16,Under 18,Female,Student,Kathmandu,Advanced AI Handbook,Veronica Terrell,Finance,2023,2225,0,2024
T000242,2024-11-09,2024-12-02,2024-12-19,Returned,Overdue,40.0,17.0,M00624,20,18-25,Male,Faculty,Pokhara,Modern Networking Techniques,Garrett Snyder,Fiction,2013,575,170,2024
T000243,2025-02-07,2025-03-03,2025-03-03,Returned,On Time,24.0,0.0,M00479,49,36-50,Male,Faculty,Biratnagar,Advanced AI Applications,Patricia Johnson,History,2020,925,0,2025
T000244,2025-10-28,2025-11-09,2025-11-09,Returned,On Time,12.0,0.0,M01521,50,36-50,Male,Student,Kathmandu,Modern Finance Techniques,Stephanie Miller,Finance,2019,2425,0,2025
T000245,2024-11-04,2024-11-21,,Borrowed,On Time,,,M00098,22,18-25,Male,Student,Kathmandu,Complete Data Science Concepts,Rhonda Marshall,Machine Learning,2019,1700,0,2024
T000246,2025-03-25,2025-04-06,2025-04-08,Returned,Overdue,14.0,2.0,M00709,52,51-65,Female,Student,Kathmandu,Complete Economics Concepts,Michael Thomas,Fiction,2022,1050,20,2025
T000247,2024-02-09,2024-02-21,2024-02-19,Returned,On Time,10.0,0.0,M00721,22,18-25,Male,Student,Kathmandu,Complete Data Science Handbook,Dr. Thomas Thomas MD,Self Help,2022,2150,0,2024
T000248,2024-07-02,2024-07-17,,Borrowed,On Time,,,M00769,24,18-25,Male,Student,Kathmandu,Modern Psychology Applications,Scott West,Psychology,2011,1425,0,2024
T000249,2024-04-11,2024-04-26,2024-05-06,Returned,Overdue,25.0,10.0,M01325,15,Under 18,Female,Student,Biratnagar,Complete Networking Techniques,Kelsey Ortega,Business,2022,2425,100,2024
T000250,2025-02-19,2025-03-10,,Borrowed,On Time,,,M00485,34,26-35,Male,Faculty,Pokhara,Advanced Finance Techniques,Ruben Thomas,Economics,2019,1625,0,2025
T000251,2024-09-08,2024-09-25,2024-11-07,Returned,Overdue,60.0,43.0,M00827,29,26-35,Female,Student,Kathmandu,Complete AI Concepts,Samantha Herrera,Self Help,2022,2100,430,2024
T000252,2024-08-21,2024-09-14,2024-09-17,Returned,Overdue,27.0,3.0,M00931,64,51-65,Female,Faculty,Biratnagar,Essential Psychology Concepts,Jason Chase,Economics,2024,1300,30,2024
T000253,2024-02-25,2024-03-18,2024-03-18,Returned,On Time,22.0,0.0,M01128,48,36-50,Female,Researcher,Biratnagar,Practical Psychology Applications,Carol Smith,Self Help,2017,2125,0,2024
T000254,2025-02-16,2025-02-26,2025-02-26,Returned,On Time,10.0,0.0,M00718,24,18-25,Male,Public,Kathmandu,Complete Business Guide,Anna Morales,Fiction,2021,725,0,2025
T000255,2025-07-14,2025-08-07,2025-08-05,Returned,On Time,22.0,0.0,M02125,17,Under 18,Female,Faculty,Pokhara,Advanced Computer Science Concepts,Patricia Perkins,Fiction,2022,1500,0,2025
T000256,2024-12-08,2024-12-31,,Borrowed,On Time,,,M00384,31,26-35,Female,Researcher,Kathmandu,Practical Cloud Computing Guide,Kathryn Rosales,Psychology,2008,2250,0,2024
T000257,2025-09-10,2025-09-22,2025-09-21,Returned,On Time,11.0,0.0,M01380,53,51-65,Female,Public,Pokhara,Modern Psychology Applications,John Conley,Self Help,2016,1300,0,2025
T000258,2024-11-17,2024-12-03,2024-12-01,Returned,On Time,14.0,0.0,M00450,64,51-65,Female,Student,Nepalgunj,Complete Business Concepts,Jessica Padilla,Fiction,2017,1125,0,2024
T000259,2024-04-27,2024-05-14,2024-05-13,Returned,On Time,16.0,0.0,M00905,17,Under 18,Female,Student,Kathmandu,Complete Fiction Handbook,Christy Robertson,AI,2016,1950,0,2024
T000260,2025-01-08,2025-02-01,2025-02-01,Returned,On Time,24.0,0.0,M01335,51,51-65,Male,Researcher,Kathmandu,Essential AI Guide,Tiffany Black,Business,2012,2375,0,2025
